,movie,year,imdb,metascore,votes,n_imdb
2124,Step Up Revolution,2012,6.5,43,49804,65.0
2125,Stand Up Guys,2012,6.5,41,49245,65.0
2126,Arbitrage,2012,6.6,73,45549,66.0
2127,Bullet to the Head,2012,5.7,48,43282,57.0
2128,Bachelorette,2012,5.3,53,41603,53.0
2129,The Odd Life of Timothy Green,2012,6.6,47,41354,66.0
2130,Cosmopolis,2012,5.0,58,40695,50.0
2131,The Collection,2012,6.1,38,40511,61.0
2132,The Imposter,2012,7.5,77,40426,75.0
2133,Stolen,2012,5.5,43,40211,55.0
2134,Kon-Tiki,2012,7.2,62,39798,72.0
2135,Think Like a Man,2012,6.6,51,39561,66.0
2136,A Royal Affair,2012,7.6,73,39262,76.0
2137,The Sessions,2012,7.2,79,38984,72.0
2138,People Like Us,2012,7.1,49,38328,71.0
2139,Gone,2012,5.9,36,37920,59.0
2140,Hope Springs,2012,6.3,65,37571,63.0
2141,One for the Money,2012,5.3,22,37344,53.0
2142,On the Road,2012,6.1,56,36805,61.0
2143,Byzantium,2012,6.5,66,36456,65.0
2144,Deadfall,2012,6.3,52,35494,63.0
2145,Piranha 3DD,2012,3.8,24,35274,38.0
2146,Holy Motors,2012,7.1,84,34962,71.0
2147,The Tall Man,2012,5.9,52,34795,59.0
2148,A Thousand Words,2012,5.9,26,34722,59.0
2149,The Broken Circle Breakdown,2012,7.8,70,34656,78.0
2150,Talaash,2012,7.3,65,34180,73.0
2151,Promised Land,2012,6.6,55,33498,66.0
2152,John Dies at the End,2012,6.4,53,33410,64.0
2153,Liberal Arts,2012,6.7,55,32960,67.0
2154,The Guilt Trip,2012,5.8,50,32876,58.0
2155,The Paperboy,2012,5.8,45,32631,58.0
2156,The Devil Inside,2012,4.2,18,32599,42.0
2157,The Cold Light of Day,2012,4.9,22,31993,49.0
2158,Hit and Run,2012,6.1,50,31653,61.0
2159,Maniac,2012,6.1,47,31017,61.0
2160,Red Tails,2012,5.9,46,30954,59.0
2161,Alex Cross,2012,5.1,30,30248,51.0
2162,Would You Rather,2012,5.7,20,30110,57.0
2163,[REC] 3: Genesis,2012,5.0,45,29354,50.0
2164,The Act of Killing,2012,8.2,89,29308,82.0
2165,The Company You Keep,2012,6.4,57,28775,64.0
2166,Chasing Mavericks,2012,7.2,45,28106,72.0
2167,Wolf Children,2012,8.2,71,27675,82.0
2168,Compliance,2012,6.4,68,27615,64.0
2169,The Three Stooges,2012,5.1,56,27595,51.0
2170,Celeste & Jesse Forever,2012,6.6,59,26793,66.0
2171,Playing for Keeps,2012,5.7,27,26609,57.0
2172,The Wolf of Wall Street,2013,8.2,75,962179,82.0
2173,Gravity,2013,7.7,96,670897,77.0
2174,Iron Man 3,2013,7.2,62,642696,72.0
2175,Man of Steel,2013,7.1,55,618334,71.0
2176,The Hunger Games: Catching Fire,2013,7.5,76,554732,75.0
2177,The Hobbit: The Desolation of Smaug,2013,7.9,66,543848,79.0
2178,12 Years a Slave,2013,8.1,96,542678,81.0
2179,World War Z,2013,7.0,63,528882,70.0
2180,Now You See Me,2013,7.3,50,527821,73.0
2181,Thor: The Dark World,2013,7.0,54,495164,70.0
2182,Prisoners,2013,8.1,74,490563,81.0
2183,Frozen,2013,7.5,74,488267,75.0
2184,Star Trek: Into Darkness,2013,7.7,72,435077,77.0
2185,Oblivion,2013,7.0,54,434639,70.0
2186,Her,2013,8.0,90,433214,80.0
2187,Pacific Rim,2013,6.9,65,429550,69.0
2188,The Great Gatsby,2013,7.3,55,412955,73.0
2189,American Hustle,2013,7.3,90,401356,73.0
2190,Dallas Buyers Club,2013,8.0,84,382541,80.0
2191,The Wolverine,2013,6.7,61,381268,67.0
2192,Elysium,2013,6.6,61,380813,66.0
2193,Rush,2013,8.1,75,373306,81.0
2194,Captain Phillips,2013,7.8,83,370427,78.0
2195,The Conjuring,2013,7.5,68,363525,75.0
2196,We're the Millers,2013,7.0,44,356208,70.0
2197,This Is the End,2013,6.6,67,347062,66.0
2198,Fast & Furious 6,2013,7.1,61,335245,71.0
2199,Despicable Me 2,2013,7.4,62,327655,74.0
2200,Monsters University,2013,7.3,65,274318,73.0
2201,The Secret Life of Walter Mitty,2013,7.3,54,265164,73.0
2202,The Hangover Part III,2013,5.8,30,256700,58.0
2203,About Time,2013,7.8,55,243581,78.0
2204,Lone Survivor,2013,7.5,60,235450,75.0
2205,Kick-Ass 2,2013,6.6,41,228506,66.0
2206,Olympus Has Fallen,2013,6.5,41,226863,65.0
2207,Snowpiercer,2013,7.0,84,221722,70.0
2208,The World's End,2013,7.0,81,219786,70.0
2209,Don Jon,2013,6.6,66,209706,66.0
2210,Ender's Game,2013,6.7,51,204393,67.0
2211,Warm Bodies,2013,6.9,60,202821,69.0
2212,Escape Plan,2013,6.7,49,202272,67.0
2213,The Lone Ranger,2013,6.4,37,201618,64.0
2214,Gangster Squad,2013,6.7,40,189778,67.0
2215,Oz the Great and Powerful,2013,6.3,44,187962,63.0
2216,White House Down,2013,6.4,52,183988,64.0
2217,A Good Day to Die Hard,2013,5.3,28,181663,53.0
2218,Pain & Gain,2013,6.4,45,178833,64.0
2219,Hansel & Gretel: Witch Hunters,2013,6.1,23,176531,61.0
2220,After Earth,2013,4.9,33,175511,49.0
2221,2 Guns,2013,6.7,55,174789,67.0
2222,The Internship,2013,6.3,42,174333,63.0
2223,Blue Jasmine,2013,7.3,78,172420,73.0
2224,The Purge,2013,5.7,41,169955,57.0
2225,The Croods,2013,7.2,55,169723,72.0
2226,Side Effects,2013,7.1,75,163159,71.0
2227,G.I. Joe: Retaliation,2013,5.8,41,159087,58.0
2228,Mama,2013,6.2,57,153088,62.0
2229,Anchorman 2: The Legend Continues,2013,6.3,61,148466,63.0
2230,The Heat,2013,6.6,60,147795,66.0
2231,RED 2,2013,6.6,47,142435,66.0
2232,Evil Dead,2013,6.5,57,141082,65.0
2233,Riddick,2013,6.4,49,139573,64.0
2234,Saving Mr. Banks,2013,7.5,65,133013,75.0
2235,Insidious: Chapter 2,2013,6.6,40,132110,66.0
2236,Enemy,2013,6.9,61,130492,69.0
2237,47 Ronin,2013,6.3,28,130359,63.0
2238,"The Way, Way Back",2013,7.4,68,128574,74.0
2239,The Spectacular Now,2013,7.1,82,126030,71.0
2240,The Last Stand,2013,6.4,54,123492,64.0
2241,Begin Again,2013,7.4,62,123466,74.0
2242,Grown Ups 2,2013,5.4,19,122643,54.0
2243,Carrie,2013,5.9,53,120455,59.0
2244,Jack the Giant Slayer,2013,6.3,51,118290,63.0
2245,The Mortal Instruments: City of Bones,2013,5.9,33,117998,59.0
2246,Last Vegas,2013,6.6,48,117672,66.0
2247,Inside Llewyn Davis,2013,7.5,93,116441,75.0
2248,Blue Is the Warmest Color,2013,7.8,88,115773,78.0
2249,Before Midnight,2013,7.9,94,115519,79.0
2250,The Book Thief,2013,7.6,53,114319,76.0
2251,Locke,2013,7.1,81,111942,71.0
2252,Identity Thief,2013,5.7,35,109468,57.0
2253,Under the Skin,2013,6.3,78,104866,63.0
2254,R.I.P.D.,2013,5.6,25,104292,56.0
2255,The Host,2013,5.9,35,102241,59.0
2256,Trance,2013,6.9,61,102033,69.0
2257,Nebraska,2013,7.7,86,101849,77.0
2258,Parker,2013,6.2,42,101357,62.0
2259,Oculus,2013,6.5,61,100921,65.0
2260,Nymphomaniac: Vol. I,2013,7.0,64,99914,70.0
2261,The Call,2013,6.7,51,99885,67.0
2262,The Family,2013,6.3,42,98898,63.0
2263,Lee Daniels' The Butler,2013,7.2,66,98587,72.0
2264,Percy Jackson: Sea of Monsters,2013,5.9,39,98143,59.0
2265,Only God Forgives,2013,5.7,37,96302,57.0
2266,Out of the Furnace,2013,6.8,63,95056,68.0
2267,Homefront,2013,6.5,40,94498,65.0
2268,Stoker,2013,6.8,58,94279,68.0
2269,Epic,2013,6.7,52,92841,67.0
2270,Safe Haven,2013,6.7,34,91800,67.0
2271,The Counsellor,2013,5.3,48,89191,53.0
2272,Movie 43,2013,4.3,18,88979,43.0
2273,Filth,2013,7.1,56,88933,71.0
2274,The Best Offer,2013,7.8,49,88785,78.0
2275,Jobs,2013,5.9,44,86039,59.0
2276,Philomena,2013,7.6,77,85814,76.0
2277,Bad Grandpa,2013,6.5,54,83740,65.0
2278,Coherence,2013,7.2,65,80701,72.0
2279,Beautiful Creatures,2013,6.2,52,76842,62.0
2280,August: Osage County,2013,7.2,58,76511,72.0
2281,Only Lovers Left Alive,2013,7.3,79,76056,73.0
2282,Cloudy with a Chance of Meatballs 2,2013,6.4,59,75906,64.0
2283,The Bling Ring,2013,5.6,66,75276,56.0
2284,42,2013,7.5,62,74603,75.0
2285,Nymphomaniac: Vol. II,2013,6.7,60,73289,67.0
2286,Snitch,2013,6.5,51,72355,65.0
2287,Turbo,2013,6.5,58,70697,65.0
2288,The Kings of Summer,2013,7.2,61,70448,72.0
2289,Broken City,2013,6.2,49,69664,62.0
2290,Short Term 12,2013,8.0,82,68528,80.0
2291,The Great Beauty,2013,7.8,86,68059,78.0
2292,Delivery Man,2013,6.4,44,68052,64.0
2293,All Is Lost,2013,6.9,87,67631,69.0
2294,Machete Kills,2013,5.6,41,66846,56.0
2295,Horns,2013,6.5,46,66812,65.0
2296,21 & Over,2013,5.9,34,66670,59.0
2297,The Incredible Burt Wonderstone,2013,5.9,44,65594,59.0
2298,Fruitvale Station,2013,7.5,85,65062,75.0
2299,Dark Skies,2013,6.3,50,63909,63.0
2300,What If,2013,6.8,59,61659,68.0
2301,Europa Report,2013,6.5,68,60731,65.0
2302,Dead Man Down,2013,6.5,39,59648,65.0
2303,Old Boy,2013,5.8,49,59475,58.0
2304,Redemption,2013,6.2,43,58736,62.0
2305,Scary Movie 5,2013,3.5,11,56838,35.0
2306,Runner Runner,2013,5.6,36,56623,56.0
2307,The Wind Rises,2013,7.8,83,56526,78.0
2308,Blue Ruin,2013,7.1,77,54880,71.0
2309,Enough Said,2013,7.1,78,54053,71.0
2310,Blackfish,2013,8.1,83,53867,81.0
2311,Grudge Match,2013,6.4,35,51980,64.0
2312,Drinking Buddies,2013,6.1,71,51890,61.0
2313,The Frozen Ground,2013,6.4,37,49730,64.0
2314,The East,2013,6.8,68,45586,68.0
2315,Ida,2013,7.4,91,42708,74.0
2316,Bad Words,2013,6.7,57,42566,67.0
2317,The Big Wedding,2013,5.6,28,42536,56.0
2318,Chennai Express,2013,6.0,45,42368,60.0
2319,The Double,2013,6.5,68,42063,65.0
2320,Odd Thomas,2013,6.9,45,41788,69.0
2321,Joe,2013,6.9,74,41068,69.0
2322,The Zero Theorem,2013,6.1,50,40305,61.0
2323,The Lunchbox,2013,7.8,76,39812,78.0
2324,The Colony,2013,5.3,28,39247,53.0
2325,The Past,2013,7.8,85,39166,78.0
2326,A Haunted House,2013,5.1,20,38716,51.0
2327,Planes,2013,5.7,39,38563,57.0
2328,Dhoom 3,2013,5.4,61,38364,54.0
2329,Starred Up,2013,7.4,81,37632,74.0
2330,Labor Day,2013,6.9,52,36954,69.0
2331,Lovelace,2013,6.2,51,34625,62.0
2332,The Fifth Estate,2013,6.2,49,34614,62.0
2333,Interstellar,2014,8.6,74,1191856,86.0
2334,Guardians of the Galaxy,2014,8.1,76,858910,81.0
2335,Gone Girl,2014,8.1,79,710472,81.0
2336,Captain America: The Winter Soldier,2014,7.8,70,607693,78.0
2337,The Grand Budapest Hotel,2014,8.1,88,593612,81.0
2338,X-Men: Days of Future Past,2014,8.0,75,590473,80.0
2339,The Imitation Game,2014,8.0,73,580957,80.0
2340,Whiplash,2014,8.5,88,559234,85.0
2341,Edge of Tomorrow,2014,7.9,71,515965,79.0
2342,Kingsman: The Secret Service,2014,7.7,60,512229,77.0
2343,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,88,485988,77.0
2344,The Hobbit: The Battle of the Five Armies,2014,7.4,59,416467,74.0
2345,John Wick,2014,7.3,68,392113,73.0
2346,Ex Machina,2014,7.7,78,390173,77.0
2347,Divergent,2014,6.7,48,384667,67.0
2348,Lucy,2014,6.4,61,382469,64.0
2349,American Sniper,2014,7.3,72,380896,73.0
2350,Dawn of the Planet of the Apes,2014,7.6,79,375089,76.0
2351,Nightcrawler,2014,7.9,76,374381,79.0
2352,The Maze Runner,2014,6.8,57,368776,68.0
2353,The Amazing Spider-Man 2,2014,6.7,53,368604,67.0
2354,Fury,2014,7.6,64,360594,76.0
2355,The Hunger Games: Mockingjay - Part 1,2014,6.7,64,359513,67.0
2356,Big Hero 6,2014,7.8,74,341912,78.0
2357,The Theory of Everything,2014,7.7,72,335025,77.0
2358,Godzilla,2014,6.4,62,333803,64.0
2359,Boyhood,2014,7.9,100,304913,79.0
2360,22 Jump Street,2014,7.0,71,303791,70.0
2361,The Fault in Our Stars,2014,7.8,69,296597,78.0
2362,Maleficent,2014,7.0,56,289188,70.0
2363,The Lego Movie,2014,7.8,83,287261,78.0
2364,The Interview,2014,6.6,52,276079,66.0
2365,Transformers: Age of Extinction,2014,5.7,32,273121,57.0
2366,The Equalizer,2014,7.2,57,268863,72.0
2367,How to Train Your Dragon 2,2014,7.8,76,255983,78.0
2368,Neighbors,2014,6.3,68,254047,63.0
2369,300: Rise of an Empire,2014,6.2,48,252161,62.0
2370,Non-Stop,2014,7.0,56,225336,70.0
2371,Noah,2014,5.8,68,220965,58.0
2372,Predestination,2014,7.5,69,211411,75.0
2373,RoboCop,2014,6.2,52,199534,62.0
2374,Transcendence,2014,6.3,42,196919,63.0
2375,Teenage Mutant Ninja Turtles,2014,5.8,31,187140,58.0
2376,It Follows,2014,6.9,83,165151,69.0
2377,Chef,2014,7.3,68,165122,73.0
2378,Dracula Untold,2014,6.3,40,158403,63.0
2379,Taken 3,2014,6.0,26,156720,60.0
2380,The Judge,2014,7.4,48,156516,74.0
2381,The Babadook,2014,6.8,86,155547,68.0
2382,A Million Ways to Die in the West,2014,6.1,44,154059,61.0
2383,Need for Speed,2014,6.5,39,150240,65.0
2384,The Expendables 3,2014,6.1,35,148541,61.0
2385,Exodus: Gods and Kings,2014,6.0,52,145740,60.0
2386,Wild Tales,2014,8.1,77,136592,81.0
2387,Horrible Bosses 2,2014,6.3,40,136589,63.0
2388,Sin City: A Dame to Kill For,2014,6.5,46,132984,65.0
2389,Hercules,2014,6.0,47,130558,60.0
2390,The Drop,2014,7.1,69,125922,71.0
2391,Unbroken,2014,7.2,59,124204,72.0
2392,Foxcatcher,2014,7.0,81,121722,70.0
2393,Let's Be Cops,2014,6.5,30,118143,65.0
2394,Into the Woods,2014,6.0,69,118036,60.0
2395,The Other Woman,2014,6.0,39,117764,60.0
2396,The Purge: Anarchy,2014,6.5,50,117690,65.0
2397,The Monuments Men,2014,6.1,52,113789,61.0
2398,Dumb and Dumber To,2014,5.6,36,112426,56.0
2399,Still Alice,2014,7.5,72,110082,75.0
2400,Annabelle,2014,5.4,37,109593,54.0
2401,What We Do in the Shadows,2014,7.6,76,109308,76.0
2402,Jack Ryan: Shadow Recruit,2014,6.2,57,109001,62.0
2403,Wild,2014,7.1,76,104877,71.0
2404,Blended,2014,6.5,31,101187,65.0
2405,If I Stay,2014,6.8,46,101152,68.0
2406,The Giver,2014,6.5,47,100967,65.0
2407,A Walk Among the Tombstones,2014,6.5,57,100201,65.0
2408,The Raid 2,2014,8.0,71,98617,80.0
2409,I Origins,2014,7.4,57,97930,74.0
2410,Pompeii,2014,5.5,39,96464,55.0
2411,Sex Tape,2014,5.1,36,96092,51.0
2412,"Love, Rosie",2014,7.2,44,93776,72.0
2413,Ride Along,2014,6.2,41,89707,62.0
2414,That Awkward Moment,2014,6.2,36,88299,62.0
2415,St. Vincent,2014,7.3,64,86200,73.0
2416,Night at the Museum: Secret of the Tomb,2014,6.2,47,84478,62.0
2417,3 Days to Kill,2014,6.2,40,78254,62.0
2418,The Guest,2014,6.7,76,78130,67.0
2419,Inherent Vice,2014,6.7,81,77700,67.0
2420,Selma,2014,7.5,89,74081,75.0
2421,Paddington,2014,7.2,77,73856,72.0
2422,"I, Frankenstein",2014,5.1,30,72926,51.0
2423,Big Eyes,2014,7.0,62,72082,70.0
2424,Penguins of Madagascar,2014,6.7,53,69326,67.0
2425,Rio 2,2014,6.3,49,67857,63.0
2426,Frank,2014,7.0,75,66979,70.0
2427,A Most Wanted Man,2014,6.8,73,65313,68.0
2428,The Hundred-Foot Journey,2014,7.3,55,65104,73.0
2429,Seventh Son,2014,5.5,30,64164,55.0
2430,The Water Diviner,2014,7.1,50,63977,71.0
2431,This Is Where I Leave You,2014,6.6,44,62499,66.0
2432,Deliver Us from Evil,2014,6.2,40,61415,62.0
2433,"As Above, So Below",2014,6.2,38,61208,62.0
2434,Before I Go to Sleep,2014,6.3,41,60171,63.0
2435,Into the Storm,2014,5.8,44,59138,58.0
2436,Unfriended,2014,5.6,59,57084,56.0
2437,The November Man,2014,6.3,38,57042,63.0
2438,Two Night Stand,2014,6.4,45,56953,64.0
2439,The Gambler,2014,6.0,55,56606,60.0
2440,The Book of Life,2014,7.3,67,56559,73.0
2441,Magic in the Moonlight,2014,6.6,54,56389,66.0
2442,A Most Violent Year,2014,7.0,79,56081,70.0
2443,The Signal,2014,6.1,54,56006,61.0
2444,The Best of Me,2014,6.7,29,55092,67.0
2445,Mr. Peabody & Sherman,2014,6.8,59,54777,68.0
2446,Sabotage,2014,5.7,41,53556,57.0
2447,Calvary,2014,7.4,77,50002,74.0
2448,The Legend of Hercules,2014,4.2,22,49068,42.0
2449,Automata,2014,6.1,37,48961,61.0
2450,The Boxtrolls,2014,6.8,61,48626,68.0
2451,Vampire Academy,2014,5.5,31,47393,55.0
2452,Winter's Tale,2014,6.2,31,47264,62.0
2453,Walk of Shame,2014,6.0,25,46454,60.0
2454,Draft Day,2014,6.8,54,46213,68.0
2455,Citizenfour,2014,8.1,88,45932,81.0
2456,Veronica Mars,2014,6.8,62,45257,68.0
2457,The Cobbler,2014,5.8,23,44996,58.0
2458,The Voices,2014,6.4,58,44944,64.0
2459,Pride,2014,7.8,79,44091,78.0
2460,The Loft,2014,6.3,24,43984,63.0
2461,'71,2014,7.2,83,43702,72.0
2462,Stonehearst Asylum,2014,6.8,52,43197,68.0
2463,Tammy,2014,4.9,39,41970,49.0
2464,Ouija,2014,4.5,38,41566,45.0
2465,Leviathan,2014,7.6,92,40438,76.0
2466,Million Dollar Arm,2014,7.0,56,39778,70.0
2467,Hector and the Search for Happiness,2014,7.0,29,39738,70.0
2468,Mommy,2014,8.1,74,39587,81.0
2469,Song of the Sea,2014,8.1,85,39568,81.0
2470,Before We Go,2014,6.8,31,39449,68.0
2471,"Two Days, One Night",2014,7.4,89,39431,74.0
2472,While We're Young,2014,6.3,77,38969,63.0
2473,Kill the Messenger,2014,7.0,60,38849,70.0
2474,The Rover,2014,6.4,64,38493,64.0
2475,Tusk,2014,5.4,55,37306,54.0
2476,Laggies,2014,6.4,63,36649,64.0
2477,God's Not Dead,2014,4.8,16,36547,48.0
2478,Endless Love,2014,6.3,30,36252,63.0
2479,The Inbetweeners 2,2014,6.4,55,36186,64.0
2480,Brick Mansions,2014,5.7,40,36139,57.0
2481,Paranormal Activity: The Marked Ones,2014,5.0,42,35669,50.0
2482,The Skeleton Twins,2014,6.8,74,35570,68.0
2483,Time Lapse,2014,6.5,50,35386,65.0
2484,Camp X-Ray,2014,6.9,54,35260,69.0
2485,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,6.2,54,35225,62.0
2486,Wish I Was Here,2014,6.7,43,33577,67.0
2487,Maps to the Stars,2014,6.2,67,33167,62.0
2488,Winter Sleep,2014,8.2,88,33001,82.0
2489,Goodnight Mommy,2014,6.7,81,32487,67.0
2490,Pawn Sacrifice,2014,7.0,65,32277,70.0
2491,Cake,2014,6.4,49,31907,64.0
2492,The Salvation,2014,6.7,64,31085,67.0
2493,Left Behind,2014,3.1,12,30621,31.0
2494,Love & Mercy,2014,7.4,80,30501,74.0
2495,Cold in July,2014,6.8,73,30443,68.0
2496,Black Sea,2014,6.4,62,30138,64.0
2497,Star Wars: The Force Awakens,2015,8.0,81,747327,80.0
2498,Mad Max: Fury Road,2015,8.1,90,723258,81.0
2499,The Martian,2015,8.0,80,626478,80.0
2500,Avengers: Age of Ultron,2015,7.4,66,594197,74.0
2501,The Revenant,2015,8.0,76,567027,80.0
2502,Jurassic World,2015,7.0,59,506378,70.0
2503,Inside Out,2015,8.2,94,489731,82.0
2504,Ant-Man,2015,7.3,64,438693,73.0
2505,The Hateful Eight,2015,7.8,68,396962,78.0
2506,Spectre,2015,6.8,60,335323,68.0
2507,Spotlight,2015,8.1,93,329608,81.0
2508,Furious 7,2015,7.2,67,322332,72.0
2509,Sicario,2015,7.6,82,296196,76.0
2510,The Big Short,2015,7.8,81,283814,78.0
2511,Mission: Impossible - Rogue Nation,2015,7.4,75,280699,74.0
2512,Room,2015,8.2,86,280098,82.0
2513,Fifty Shades of Grey,2015,4.1,46,265689,41.0
2514,Bridge of Spies,2015,7.6,81,246662,76.0
2515,The Hunger Games: Mockingjay - Part 2,2015,6.5,65,232262,65.0
2516,The Man from U.N.C.L.E.,2015,7.3,56,226968,73.0
2517,Terminator Genisys,2015,6.5,38,223113,65.0
2518,Chappie,2015,6.8,41,204903,68.0
2519,Spy,2015,7.0,75,204251,70.0
2520,Creed,2015,7.6,82,198774,76.0
2521,Insurgent,2015,6.2,42,188669,62.0
2522,Southpaw,2015,7.4,57,188344,74.0
2523,Maze Runner: The Scorch Trials,2015,6.3,43,187044,63.0
2524,Focus,2015,6.6,56,182109,66.0
2525,Minions,2015,6.4,56,180561,64.0
2526,The Intern,2015,7.1,51,179930,71.0
2527,San Andreas,2015,6.1,43,177815,61.0
2528,Everest,2015,7.1,64,171829,71.0
2529,Jupiter Ascending,2015,5.3,40,159834,53.0
2530,Straight Outta Compton,2015,7.9,72,157102,79.0
2531,The Lobster,2015,7.1,82,155502,71.0
2532,Tomorrowland,2015,6.5,60,155074,65.0
2533,Ted 2,2015,6.3,48,154133,63.0
2534,Black Mass,2015,6.9,68,148753,69.0
2535,The Danish Girl,2015,7.1,66,133618,71.0
2536,Fantastic Four,2015,4.3,27,133588,43.0
2537,Cinderella,2015,6.9,67,131509,69.0
2538,Steve Jobs,2015,7.2,82,131499,72.0
2539,The Witch,2015,6.8,83,130539,68.0
2540,The Age of Adaline,2015,7.2,51,128179,72.0
2541,Legend,2015,7.0,55,127232,70.0
2542,Pitch Perfect 2,2015,6.4,63,122663,64.0
2543,Trainwreck,2015,6.2,75,116730,62.0
2544,The Gift,2015,7.1,77,114199,71.0
2545,Crimson Peak,2015,6.5,66,112767,65.0
2546,Pixels,2015,5.6,27,112654,56.0
2547,Joy,2015,6.6,56,110828,66.0
2548,Brooklyn,2015,7.5,87,109064,75.0
2549,Me and Earl and the Dying Girl,2015,7.8,74,105734,78.0
2550,Get Hard,2015,6.0,34,104963,60.0
2551,The Walk,2015,7.3,70,103728,73.0
2552,In the Heart of the Sea,2015,6.9,47,102155,69.0
2553,The Visit,2015,6.2,55,94545,62.0
2554,Carol,2015,7.2,95,91310,72.0
2555,Run All Night,2015,6.6,59,89780,66.0
2556,Burnt,2015,6.6,42,88940,66.0
2557,Daddy's Home,2015,6.1,42,88239,61.0
2558,The Good Dinosaur,2015,6.7,66,86431,67.0
2559,Vacation,2015,6.1,34,82574,61.0
2560,Home,2015,6.6,55,82556,66.0
2561,Paper Towns,2015,6.3,56,82362,63.0
2562,Hotel Transylvania 2,2015,6.7,44,81304,67.0
2563,The Last Witch Hunter,2015,6.0,34,80602,60.0
2564,Green Room,2015,7.0,79,79176,70.0
2565,Hitman: Agent 47,2015,5.7,28,76784,57.0
2566,Insidious: Chapter 3,2015,6.1,52,75439,61.0
2567,Self/less,2015,6.5,34,75408,65.0
2568,Dope,2015,7.2,72,73624,72.0
2569,Concussion,2015,7.1,55,72459,71.0
2570,American Ultra,2015,6.1,50,72337,61.0
2571,Demolition,2015,7.0,49,71311,70.0
2572,Hardcore Henry,2015,6.7,51,70731,67.0
2573,Entourage,2015,6.6,38,68991,66.0
2574,Project Almanac,2015,6.4,47,68499,64.0
2575,Eye in the Sky,2015,7.3,73,67885,73.0
2576,The DUFF,2015,6.5,56,66456,65.0
2577,No Escape,2015,6.8,38,65994,68.0
2578,The Longest Ride,2015,7.1,33,65736,71.0
2579,Goosebumps,2015,6.3,60,65362,63.0
2580,Trumbo,2015,7.5,60,65347,75.0
2581,The Wedding Ringer,2015,6.7,35,64184,67.0
2582,Knock Knock,2015,4.9,53,63213,49.0
2583,Youth,2015,7.3,64,60386,73.0
2584,Bone Tomahawk,2015,7.1,72,60286,71.0
2585,Beasts of No Nation,2015,7.8,79,58030,78.0
2586,The Invitation,2015,6.7,74,57810,67.0
2587,Mortdecai,2015,5.5,27,57442,55.0
2588,Sisters,2015,6.0,58,56160,60.0
2589,Mr. Holmes,2015,6.9,67,55133,69.0
2590,Child 44,2015,6.5,41,54916,65.0
2591,The Night Before,2015,6.4,58,53743,64.0
2592,Anomalisa,2015,7.3,88,53547,73.0
2593,Pan,2015,5.8,36,53094,58.0
2594,Point Break,2015,5.3,34,50647,53.0
2595,Krampus,2015,6.2,49,50212,62.0
2596,Aloha,2015,5.4,40,49585,54.0
2597,Poltergeist,2015,4.9,47,49550,49.0
2598,Irrational Man,2015,6.6,53,46908,66.0
2599,Blackhat,2015,5.4,51,46640,54.0
2600,Macbeth,2015,6.6,71,46626,66.0
2601,True Story,2015,6.3,50,46554,63.0
2602,Magic Mike XXL,2015,5.6,60,46354,56.0
2603,The Little Prince,2015,7.8,70,46118,78.0
2604,Woman in Gold,2015,7.3,51,45473,73.0
2605,Solace,2015,6.4,36,45174,64.0
2606,Victor Frankenstein,2015,6.0,36,44046,60.0
2607,Wild Card,2015,5.6,40,43795,56.0
2608,Hot Pursuit,2015,5.1,31,42734,51.0
2609,The Dressmaker,2015,7.1,47,42271,71.0
2610,Man Up,2015,6.8,69,41370,68.0
2611,Victoria,2015,7.7,77,40925,77.0
2612,The SpongeBob Movie: Sponge Out of Water,2015,6.0,62,40865,60.0
2613,Amy,2015,7.8,85,40831,78.0
2614,The Man Who Knew Infinity,2015,7.2,56,38907,72.0
2615,Far from the Madding Crowd,2015,7.1,71,38614,71.0
2616,Scouts Guide to the Zombie Apocalypse,2015,6.3,32,37692,63.0
2617,Sinister 2,2015,5.3,32,37665,53.0
2618,The Colony,2015,7.1,33,37527,71.0
2619,Mr. Right,2015,6.3,52,37404,63.0
2620,The Peanuts Movie,2015,7.1,67,37330,71.0
2621,Maggie,2015,5.6,52,37075,56.0
2622,Son of Saul,2015,7.5,89,35887,75.0
2623,Dark Places,2015,6.2,39,35592,62.0
2624,The Ridiculous 6,2015,4.8,18,35318,48.0
2625,Slow West,2015,6.9,72,35165,69.0
2626,Ip Man 3,2015,7.1,57,34929,71.0
2627,The Lazarus Effect,2015,5.2,31,34752,52.0
2628,The Transporter Refueled,2015,5.2,32,34271,52.0
2629,The Gunman,2015,5.8,39,34234,58.0
2630,Last Knights,2015,6.2,27,33921,62.0
2631,Secret in Their Eyes,2015,6.3,45,33882,63.0
2632,Sleeping with Other People,2015,6.5,64,33314,65.0
2633,A Man Called Ove,2015,7.7,70,33221,77.0
2634,The Boy Next Door,2015,4.7,30,33117,47.0
2635,Hot Tub Time Machine 2,2015,5.1,29,33068,51.0
2636,Going Clear: Scientology & the Prison of Belief,2015,8.0,80,32375,80.0
2637,Suffragette,2015,6.9,67,31658,69.0
2638,Absolutely Anything,2015,6.0,31,31437,60.0
2639,High-Rise,2015,5.6,65,31179,56.0
2640,Regression,2015,5.7,32,30995,57.0
2641,Shaun the Sheep Movie,2015,7.4,81,30636,74.0
2642,The 33,2015,6.9,55,30344,69.0
2643,Love,2015,6.0,51,30216,60.0
